item_id,store_id,dept_id,demand_band,forecast_origin,target_date,horizon_day,forecast
FOODS_1_112,CA_1,FOODS_1,medium,2016-05-22,2016-05-27,5,1.5054282976401203
FOODS_1_135,CA_1,FOODS_1,low,2016-05-22,2016-05-27,5,1.4930129907739338
FOODS_1_155,CA_1,FOODS_1,medium,2016-05-22,2016-05-27,5,0.5385021401053132
FOODS_1_156,CA_1,FOODS_1,low,2016-05-22,2016-05-27,5,1.583514309513893
FOODS_1_172,CA_1,FOODS_1,high,2016-05-22,2016-05-27,5,1.9547501831454155
FOODS_1_175,CA_1,FOODS_1,medium,2016-05-22,2016-05-27,5,1.5274517662841376
FOODS_1_210,CA_1,FOODS_1,medium,2016-05-22,2016-05-27,5,2.914877299544089
FOODS_1_214,CA_1,FOODS_1,low,2016-05-22,2016-05-27,5,0.9918327138617837
FOODS_2_021,CA_1,FOODS_2,high,2016-05-22,2016-05-27,5,6.641160956000476
FOODS_2_024,CA_1,FOODS_2,medium,2016-05-22,2016-05-27,5,1.4904652823228415
FOODS_2_028,CA_1,FOODS_2,low,2016-05-22,2016-05-27,5,0.41096215955405485
FOODS_2_040,CA_1,FOODS_2,low,2016-05-22,2016-05-27,5,0.9452129669743262
FOODS_2_059,CA_1,FOODS_2,high,2016-05-22,2016-05-27,5,1.8629244883084433
FOODS_2_072,CA_1,FOODS_2,medium,2016-05-22,2016-05-27,5,0.7027420912789314
FOODS_2_095,CA_1,FOODS_2,low,2016-05-22,2016-05-27,5,0.9603175829825371
FOODS_2_116,CA_1,FOODS_2,high,2016-05-22,2016-05-27,5,0.9973562447938359
FOODS_2_136,CA_1,FOODS_2,medium,2016-05-22,2016-05-27,5,0.6233350152652168
FOODS_2_139,CA_1,FOODS_2,high,2016-05-22,2016-05-27,5,2.0274509528209976
FOODS_2_146,CA_1,FOODS_2,medium,2016-05-22,2016-05-27,5,1.384972186533141
FOODS_2_150,CA_1,FOODS_2,high,2016-05-22,2016-05-27,5,2.584931420408907
FOODS_2_170,CA_1,FOODS_2,medium,2016-05-22,2016-05-27,5,1.5849281084518354
FOODS_2_178,CA_1,FOODS_2,low,2016-05-22,2016-05-27,5,0.8630205350635152
FOODS_2_180,CA_1,FOODS_2,low,2016-05-22,2016-05-27,5,0.41379638134408286
FOODS_2_184,CA_1,FOODS_2,high,2016-05-22,2016-05-27,5,1.1548965135434643
FOODS_2_209,CA_1,FOODS_2,low,2016-05-22,2016-05-27,5,0.5397743383523234
FOODS_2_218,CA_1,FOODS_2,low,2016-05-22,2016-05-27,5,0.9507364979063783
FOODS_2_251,CA_1,FOODS_2,medium,2016-05-22,2016-05-27,5,0.6986356712418933
FOODS_2_301,CA_1,FOODS_2,low,2016-05-22,2016-05-27,5,1.0699187257355567
FOODS_2_302,CA_1,FOODS_2,medium,2016-05-22,2016-05-27,5,1.4040703836199202
FOODS_2_304,CA_1,FOODS_2,medium,2016-05-22,2016-05-27,5,2.4358198499881
FOODS_2_322,CA_1,FOODS_2,high,2016-05-22,2016-05-27,5,0.7040176014830131
FOODS_2_336,CA_1,FOODS_2,low,2016-05-22,2016-05-27,5,0.4931545914648659
FOODS_2_339,CA_1,FOODS_2,medium,2016-05-22,2016-05-27,5,0.9041167510189206
FOODS_2_357,CA_1,FOODS_2,high,2016-05-22,2016-05-27,5,2.8289105148710356
FOODS_2_360,CA_1,FOODS_2,high,2016-05-22,2016-05-27,5,11.972437835146817
FOODS_2_367,CA_1,FOODS_2,medium,2016-05-22,2016-05-27,5,0.6617419220785983
FOODS_3_026,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,2.017232519374368
FOODS_3_048,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,1.8138042138320343
FOODS_3_053,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,3.676873614788481
FOODS_3_068,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,0.6289057270594097
FOODS_3_074,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,2.0315118189221755
FOODS_3_089,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,1.008404933584221
FOODS_3_096,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,1.157730735333492
FOODS_3_099,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,14.812850835031536
FOODS_3_113,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,4.424865522921997
FOODS_3_123,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,1.7384596889502884
FOODS_3_135,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,6.0599550805653895
FOODS_3_179,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,0.8630205350635152
FOODS_3_187,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,1.4837151070796395
FOODS_3_223,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,1.1300388231094187
FOODS_3_240,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,0.786210033393824
FOODS_3_249,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,3.536589281530761
FOODS_3_263,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,9.272307832116082
FOODS_3_276,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,0.0
FOODS_3_312,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,1.3220195524000415
FOODS_3_319,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,0.0
FOODS_3_321,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,5.3106909741848645
FOODS_3_327,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,2.9346412000022313
FOODS_3_329,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,17.698356595280238
FOODS_3_340,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,0.6575394552864878
FOODS_3_354,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,0.45347548640447427
FOODS_3_360,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,0.24657729573243295
FOODS_3_383,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,3.9961229765685427
FOODS_3_387,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,1.9271543176764145
FOODS_3_432,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,0.5039184519471054
FOODS_3_467,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,1.1149797610370678
FOODS_3_470,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,0.7822452140477182
FOODS_3_479,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,0.6301812372634913
FOODS_3_480,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,1.2467710742733682
FOODS_3_482,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,2.4069046054099483
FOODS_3_501,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,23.418995224274113
FOODS_3_511,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,26.21534408793583
FOODS_3_520,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,0.6329194122984472
FOODS_3_532,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,1.8166384356220624
FOODS_3_539,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,0.6657556073176354
FOODS_3_550,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,0.2973506435190694
FOODS_3_558,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,0.5342508074202713
FOODS_3_601,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,0.1671702197187184
FOODS_3_611,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,1.3247121734991372
FOODS_3_616,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,1.0302396206751652
FOODS_3_635,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,0.0
FOODS_3_640,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,2.300184865309098
FOODS_3_641,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,2.7437944383292674
FOODS_3_648,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,0.6575394552864878
FOODS_3_658,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,0.8302332059372582
FOODS_3_661,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,4.141112961675195
FOODS_3_666,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,1.1234302485571488
FOODS_3_677,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,0.6658483421156364
FOODS_3_709,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,0.5961672638260843
FOODS_3_724,CA_1,FOODS_3,low,2016-05-22,2016-05-27,5,0.3698659435986494
FOODS_3_795,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,3.362974167664515
FOODS_3_801,CA_1,FOODS_3,high,2016-05-22,2016-05-27,5,1.5917760154809009
FOODS_3_817,CA_1,FOODS_3,medium,2016-05-22,2016-05-27,5,0.7889953892909204
FOODS_1_017,TX_2,FOODS_1,low,2016-05-22,2016-05-27,5,0.45347548640447427
FOODS_1_020,TX_2,FOODS_1,medium,2016-05-22,2016-05-27,5,0.7257829698934968
FOODS_1_042,TX_2,FOODS_1,high,2016-05-22,2016-05-27,5,5.521973789287946
FOODS_1_082,TX_2,FOODS_1,high,2016-05-22,2016-05-27,5,1.8476040140454872
FOODS_1_086,TX_2,FOODS_1,high,2016-05-22,2016-05-27,5,0.3341516578843637
FOODS_1_089,TX_2,FOODS_1,low,2016-05-22,2016-05-27,5,0.3341516578843637
FOODS_1_099,TX_2,FOODS_1,high,2016-05-22,2016-05-27,5,7.568955992108944
FOODS_1_112,TX_2,FOODS_1,medium,2016-05-22,2016-05-27,5,0.626265283810317
FOODS_1_135,TX_2,FOODS_1,low,2016-05-22,2016-05-27,5,0.3287697276432439
FOODS_1_155,TX_2,FOODS_1,medium,2016-05-22,2016-05-27,5,1.3808674515268937
FOODS_1_156,TX_2,FOODS_1,low,2016-05-22,2016-05-27,5,0.41379638134408286
FOODS_1_172,TX_2,FOODS_1,high,2016-05-22,2016-05-27,5,3.1451705158193017
FOODS_1_175,TX_2,FOODS_1,medium,2016-05-22,2016-05-27,5,0.5450146679025109
FOODS_1_210,TX_2,FOODS_1,medium,2016-05-22,2016-05-27,5,5.515789493867883
FOODS_1_214,TX_2,FOODS_1,low,2016-05-22,2016-05-27,5,0.3698659435986494
FOODS_2_021,TX_2,FOODS_2,high,2016-05-22,2016-05-27,5,1.142457441932677
FOODS_2_024,TX_2,FOODS_2,medium,2016-05-22,2016-05-27,5,0.2547901358065092
FOODS_2_028,TX_2,FOODS_2,low,2016-05-22,2016-05-27,5,0.9204041424332123
FOODS_2_040,TX_2,FOODS_2,low,2016-05-22,2016-05-27,5,0.20548107977702743
FOODS_2_059,TX_2,FOODS_2,high,2016-05-22,2016-05-27,5,1.7191693983533647
FOODS_2_072,TX_2,FOODS_2,medium,2016-05-22,2016-05-27,5,0.4576290873036532
FOODS_2_095,TX_2,FOODS_2,low,2016-05-22,2016-05-27,5,0.5001912800470042
FOODS_2_116,TX_2,FOODS_2,high,2016-05-22,2016-05-27,5,0.6302301031564228
FOODS_2_136,TX_2,FOODS_2,medium,2016-05-22,2016-05-27,5,0.4985365217059856
FOODS_2_139,TX_2,FOODS_2,high,2016-05-22,2016-05-27,5,1.5644904280954364
FOODS_2_146,TX_2,FOODS_2,medium,2016-05-22,2016-05-27,5,0.8261756517931518
FOODS_2_150,TX_2,FOODS_2,high,2016-05-22,2016-05-27,5,1.1285289774164038
FOODS_2_170,TX_2,FOODS_2,medium,2016-05-22,2016-05-27,5,1.593054837642054
FOODS_2_178,TX_2,FOODS_2,low,2016-05-22,2016-05-27,5,0.6164432393310824
FOODS_2_180,TX_2,FOODS_2,low,2016-05-22,2016-05-27,5,2.190518064459749
FOODS_2_184,TX_2,FOODS_2,high,2016-05-22,2016-05-27,5,2.4574891716435117
FOODS_2_209,TX_2,FOODS_2,low,2016-05-22,2016-05-27,5,0.0
FOODS_2_218,TX_2,FOODS_2,low,2016-05-22,2016-05-27,5,0.04109621595540549
FOODS_2_251,TX_2,FOODS_2,medium,2016-05-22,2016-05-27,5,1.756113640335872
FOODS_2_301,TX_2,FOODS_2,low,2016-05-22,2016-05-27,5,1.2000031027808353
FOODS_2_302,TX_2,FOODS_2,medium,2016-05-22,2016-05-27,5,1.0507261669244958
FOODS_2_304,TX_2,FOODS_2,medium,2016-05-22,2016-05-27,5,1.7412939107403165
FOODS_2_322,TX_2,FOODS_2,high,2016-05-22,2016-05-27,5,3.1682064555505147
FOODS_2_336,TX_2,FOODS_2,low,2016-05-22,2016-05-27,5,0.332876147680282
FOODS_2_339,TX_2,FOODS_2,medium,2016-05-22,2016-05-27,5,0.5807289536167967
FOODS_2_357,TX_2,FOODS_2,high,2016-05-22,2016-05-27,5,2.0558720766458918
FOODS_2_360,TX_2,FOODS_2,high,2016-05-22,2016-05-27,5,10.875254439649401
FOODS_2_367,TX_2,FOODS_2,medium,2016-05-22,2016-05-27,5,0.0
FOODS_3_026,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,1.723228637528262
FOODS_3_048,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,2.591818257459689
FOODS_3_053,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,1.0
FOODS_3_068,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,0.5835631754068246
FOODS_3_074,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,1.3782236963207295
FOODS_3_089,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,0.8807217254157492
FOODS_3_096,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,0.627682394705331
FOODS_3_099,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,16.769903874222795
FOODS_3_113,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,0.5342508074202713
FOODS_3_123,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,0.4520583755094603
FOODS_3_135,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,13.785539797870678
FOODS_3_179,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,0.3287697276432439
FOODS_3_187,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,1.0574763421676978
FOODS_3_223,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,0.37538947453070154
FOODS_3_240,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,0.1671702197187184
FOODS_3_249,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,2.0246200429880408
FOODS_3_263,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,14.908858369559558
FOODS_3_276,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,0.0
FOODS_3_312,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,0.8672230018556256
FOODS_3_319,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,0.0
FOODS_3_321,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,9.504789612865919
FOODS_3_327,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,4.211169976144612
FOODS_3_329,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,16.906177834198548
FOODS_3_340,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,0.6575394552864878
FOODS_3_354,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,0.6575394552864878
FOODS_3_360,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,0.37803322973686554
FOODS_3_383,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,2.4057690108660084
FOODS_3_387,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,1.03297611067933
FOODS_3_432,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,1.8781284630287975
FOODS_3_467,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,0.7096827331059975
FOODS_3_470,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,0.6739684473917118
FOODS_3_479,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,1.0795519886617184
FOODS_3_480,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,0.881997235619831
FOODS_3_482,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,0.9643312682215743
FOODS_3_501,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,13.140203393675254
FOODS_3_511,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,10.764040315698072
FOODS_3_520,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,1.0795031227687868
FOODS_3_532,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,2.246622849668293
FOODS_3_539,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,0.46041444320074965
FOODS_3_550,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,0.3112335540994824
FOODS_3_558,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,0.21100461070907953
FOODS_3_601,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,0.1671702197187184
FOODS_3_611,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,2.4314757825050575
FOODS_3_616,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,1.9069021069160172
FOODS_3_635,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,0.0
FOODS_3_640,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,0.9247465248854645
FOODS_3_641,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,0.37548552128577384
FOODS_3_648,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,1.604169533155828
FOODS_3_658,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,0.4561647955464985
FOODS_3_661,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,4.3274486635033025
FOODS_3_666,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,1.1095978307959482
FOODS_3_677,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,0.9548429179434164
FOODS_3_709,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,1.2453506514212829
FOODS_3_724,TX_2,FOODS_3,low,2016-05-22,2016-05-27,5,0.4151646263461653
FOODS_3_795,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,2.1357006427753316
FOODS_3_801,TX_2,FOODS_3,high,2016-05-22,2016-05-27,5,1.967350959607604
FOODS_3_817,TX_2,FOODS_3,medium,2016-05-22,2016-05-27,5,0.49867812239691794
FOODS_1_017,WI_3,FOODS_1,low,2016-05-22,2016-05-27,5,0.9270615828784139
FOODS_1_020,WI_3,FOODS_1,medium,2016-05-22,2016-05-27,5,1.2807817357537041
FOODS_1_042,WI_3,FOODS_1,high,2016-05-22,2016-05-27,5,2.016499937711965
FOODS_1_082,WI_3,FOODS_1,high,2016-05-22,2016-05-27,5,9.189971765856487
FOODS_1_086,WI_3,FOODS_1,high,2016-05-22,2016-05-27,5,2.0601927280113936
FOODS_1_089,WI_3,FOODS_1,low,2016-05-22,2016-05-27,5,0.2519592259735527
FOODS_1_099,WI_3,FOODS_1,high,2016-05-22,2016-05-27,5,2.6999111814459744
FOODS_1_112,WI_3,FOODS_1,medium,2016-05-22,2016-05-27,5,0.45347548640447427
FOODS_1_135,WI_3,FOODS_1,low,2016-05-22,2016-05-27,5,0.4931545914648659
FOODS_1_155,WI_3,FOODS_1,medium,2016-05-22,2016-05-27,5,1.042464460957488
FOODS_1_156,WI_3,FOODS_1,low,2016-05-22,2016-05-27,5,0.5383572274573095
FOODS_1_172,WI_3,FOODS_1,high,2016-05-22,2016-05-27,5,2.7302924028120725
FOODS_1_175,WI_3,FOODS_1,medium,2016-05-22,2016-05-27,5,0.3712830544936634
FOODS_1_210,WI_3,FOODS_1,medium,2016-05-22,2016-05-27,5,2.424553617912179
FOODS_1_214,WI_3,FOODS_1,low,2016-05-22,2016-05-27,5,0.5342508074202713
FOODS_2_021,WI_3,FOODS_2,high,2016-05-22,2016-05-27,5,6.231422186905009
FOODS_2_024,WI_3,FOODS_2,medium,2016-05-22,2016-05-27,5,0.46173550734069135
FOODS_2_028,WI_3,FOODS_2,low,2016-05-22,2016-05-27,5,0.7014698930319211
FOODS_2_040,WI_3,FOODS_2,low,2016-05-22,2016-05-27,5,0.9041167510189206
FOODS_2_059,WI_3,FOODS_2,high,2016-05-22,2016-05-27,5,2.8440438345071994
FOODS_2_072,WI_3,FOODS_2,medium,2016-05-22,2016-05-27,5,1.2875807768898375
FOODS_2_095,WI_3,FOODS_2,low,2016-05-22,2016-05-27,5,1.33702812165318
FOODS_2_116,WI_3,FOODS_2,high,2016-05-22,2016-05-27,5,0.9205457431241447
FOODS_2_136,WI_3,FOODS_2,medium,2016-05-22,2016-05-27,5,2.695946362099869
FOODS_2_139,WI_3,FOODS_2,high,2016-05-22,2016-05-27,5,0.9726873359128637
FOODS_2_146,WI_3,FOODS_2,medium,2016-05-22,2016-05-27,5,0.8342940720384364
FOODS_2_150,WI_3,FOODS_2,high,2016-05-22,2016-05-27,5,1.4835701944316355
FOODS_2_170,WI_3,FOODS_2,medium,2016-05-22,2016-05-27,5,1.5313238508322427
FOODS_2_178,WI_3,FOODS_2,low,2016-05-22,2016-05-27,5,1.0685016148405426
FOODS_2_180,WI_3,FOODS_2,low,2016-05-22,2016-05-27,5,0.9574866731495806
FOODS_2_184,WI_3,FOODS_2,high,2016-05-22,2016-05-27,5,0.7822452140477182
FOODS_2_209,WI_3,FOODS_2,low,2016-05-22,2016-05-27,5,1.0342971748192717
FOODS_2_218,WI_3,FOODS_2,low,2016-05-22,2016-05-27,5,0.3698659435986494
FOODS_2_251,WI_3,FOODS_2,medium,2016-05-22,2016-05-27,5,2.309555379640923
FOODS_2_301,WI_3,FOODS_2,low,2016-05-22,2016-05-27,5,1.1560759769924733
FOODS_2_302,WI_3,FOODS_2,medium,2016-05-22,2016-05-27,5,1.7727079978766285
FOODS_2_304,WI_3,FOODS_2,medium,2016-05-22,2016-05-27,5,1.4643320816847147
FOODS_2_322,WI_3,FOODS_2,high,2016-05-22,2016-05-27,5,4.738269222366425
FOODS_2_336,WI_3,FOODS_2,low,2016-05-22,2016-05-27,5,0.9041167510189206
FOODS_2_339,WI_3,FOODS_2,medium,2016-05-22,2016-05-27,5,2.283659826448801
FOODS_2_357,WI_3,FOODS_2,high,2016-05-22,2016-05-27,5,4.713625763260844
FOODS_2_360,WI_3,FOODS_2,high,2016-05-22,2016-05-27,5,17.280481742168444
FOODS_2_367,WI_3,FOODS_2,medium,2016-05-22,2016-05-27,5,0.4179028013811209
FOODS_3_026,WI_3,FOODS_3,high,2016-05-22,2016-05-27,5,1.9026996401239065
FOODS_3_048,WI_3,FOODS_3,medium,2016-05-22,2016-05-27,5,3.9110085269530552
FOODS_3_053,WI_3,FOODS_3,medium,2016-05-22,2016-05-27,5,0.46447368237564707
FOODS_3_068,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,0.28909062258285234
FOODS_3_074,WI_3,FOODS_3,medium,2016-05-22,2016-05-27,5,0.7891369899818529
FOODS_3_089,WI_3,FOODS_3,high,2016-05-22,2016-05-27,5,1.949273833075504
FOODS_3_096,WI_3,FOODS_3,medium,2016-05-22,2016-05-27,5,0.5370850292102993
FOODS_3_099,WI_3,FOODS_3,high,2016-05-22,2016-05-27,5,9.790786751335009
FOODS_3_113,WI_3,FOODS_3,high,2016-05-22,2016-05-27,5,3.5331135859500504
FOODS_3_123,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,0.5383572274573095
FOODS_3_135,WI_3,FOODS_3,high,2016-05-22,2016-05-27,5,7.720780636416374
FOODS_3_179,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,0.24657729573243295
FOODS_3_187,WI_3,FOODS_3,medium,2016-05-22,2016-05-27,5,1.77818434794654
FOODS_3_223,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,0.9695715977717618
FOODS_3_240,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,0.5029277700511691
FOODS_3_249,WI_3,FOODS_3,medium,2016-05-22,2016-05-27,5,1.0438310790332896
FOODS_3_263,WI_3,FOODS_3,high,2016-05-22,2016-05-27,5,11.54900493702401
FOODS_3_276,WI_3,FOODS_3,high,2016-05-22,2016-05-27,5,0.0
FOODS_3_312,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,0.6616458753235259
FOODS_3_319,WI_3,FOODS_3,high,2016-05-22,2016-05-27,5,0.0
FOODS_3_321,WI_3,FOODS_3,high,2016-05-22,2016-05-27,5,5.223588594967871
FOODS_3_327,WI_3,FOODS_3,high,2016-05-22,2016-05-27,5,1.8260340511022193
FOODS_3_329,WI_3,FOODS_3,high,2016-05-22,2016-05-27,5,18.598877316278188
FOODS_3_340,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,0.7411489980923127
FOODS_3_354,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,0.7492202374754566
FOODS_3_360,WI_3,FOODS_3,medium,2016-05-22,2016-05-27,5,0.33707861447239246
FOODS_3_383,WI_3,FOODS_3,high,2016-05-22,2016-05-27,5,1.7369937121623429
FOODS_3_387,WI_3,FOODS_3,medium,2016-05-22,2016-05-27,5,1.2477567591814425
FOODS_3_432,WI_3,FOODS_3,high,2016-05-22,2016-05-27,5,0.9891434047197595
FOODS_3_467,WI_3,FOODS_3,medium,2016-05-22,2016-05-27,5,1.167074172963646
FOODS_3_470,WI_3,FOODS_3,medium,2016-05-22,2016-05-27,5,1.028822509780151
FOODS_3_479,WI_3,FOODS_3,medium,2016-05-22,2016-05-27,5,1.0986636659948237
FOODS_3_480,WI_3,FOODS_3,medium,2016-05-22,2016-05-27,5,0.5795494901677872
FOODS_3_482,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,0.37543665539284227
FOODS_3_501,WI_3,FOODS_3,high,2016-05-22,2016-05-27,5,9.126047275688702
FOODS_3_511,WI_3,FOODS_3,high,2016-05-22,2016-05-27,5,8.159190088207295
FOODS_3_520,WI_3,FOODS_3,medium,2016-05-22,2016-05-27,5,0.5888962397550127
FOODS_3_532,WI_3,FOODS_3,medium,2016-05-22,2016-05-27,5,2.523249299492027
FOODS_3_539,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,0.332876147680282
FOODS_3_550,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,0.3726512994957458
FOODS_3_558,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,0.3287697276432439
FOODS_3_601,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,0.34491551836660317
FOODS_3_611,WI_3,FOODS_3,high,2016-05-22,2016-05-27,5,0.5695653922100911
FOODS_3_616,WI_3,FOODS_3,medium,2016-05-22,2016-05-27,5,0.7863516340847563
FOODS_3_635,WI_3,FOODS_3,high,2016-05-22,2016-05-27,5,0.0
FOODS_3_640,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,1.2807817357537041
FOODS_3_641,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,0.6986356712418933
FOODS_3_648,WI_3,FOODS_3,medium,2016-05-22,2016-05-27,5,1.2392320140975486
FOODS_3_658,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,0.3287697276432439
FOODS_3_661,WI_3,FOODS_3,high,2016-05-22,2016-05-27,5,3.424584006570923
FOODS_3_666,WI_3,FOODS_3,medium,2016-05-22,2016-05-27,5,1.0342971748192717
FOODS_3_677,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,0.21086301001814722
FOODS_3_709,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,1.3191853306100139
FOODS_3_724,WI_3,FOODS_3,low,2016-05-22,2016-05-27,5,0.20548107977702743
FOODS_3_795,WI_3,FOODS_3,medium,2016-05-22,2016-05-27,5,1.4204505098322127
