item_id,store_id,dept_id,demand_band,on_hand,on_order,backorders,lead_time_days,service_level,holding_cost_per_unit_per_day,stockout_cost_per_unit,fixed_order_cost,inventory_source,synthetic_profile_plan
FOODS_2_301,WI_3,FOODS_2,low,9,3,0,7,0.95,0.02,5.0,25.0,synthetic_demo,reorder
FOODS_2_302,WI_3,FOODS_2,medium,5,1,0,3,0.975,0.02,5.0,25.0,synthetic_demo,reorder
FOODS_2_304,WI_3,FOODS_2,medium,48,6,0,7,0.975,0.02,5.0,25.0,synthetic_demo,overstock
FOODS_2_322,WI_3,FOODS_2,high,19,2,0,3,0.95,0.02,5.0,25.0,synthetic_demo,reorder
FOODS_2_336,WI_3,FOODS_2,low,9,0,0,10,0.95,0.02,5.0,25.0,synthetic_demo,low
FOODS_2_339,WI_3,FOODS_2,medium,35,7,0,7,0.95,0.02,5.0,25.0,synthetic_demo,healthy
FOODS_2_357,WI_3,FOODS_2,high,21,3,0,5,0.95,0.02,5.0,25.0,synthetic_demo,reorder
FOODS_2_360,WI_3,FOODS_2,high,231,4,0,3,0.95,0.02,5.0,25.0,synthetic_demo,healthy
FOODS_2_367,WI_3,FOODS_2,medium,8,2,0,5,0.95,0.02,5.0,25.0,synthetic_demo,healthy
FOODS_3_026,WI_3,FOODS_3,high,79,21,0,14,0.95,0.02,5.0,25.0,synthetic_demo,overstock
FOODS_3_048,WI_3,FOODS_3,medium,31,6,0,7,0.99,0.02,5.0,25.0,synthetic_demo,reorder
FOODS_3_053,WI_3,FOODS_3,medium,7,1,0,10,0.9,0.02,5.0,25.0,synthetic_demo,reorder
FOODS_3_068,WI_3,FOODS_3,low,7,1,0,7,0.95,0.02,5.0,25.0,synthetic_demo,healthy
FOODS_3_074,WI_3,FOODS_3,medium,0,0,0,7,0.95,0.02,5.0,25.0,synthetic_demo,stockout
FOODS_3_089,WI_3,FOODS_3,high,11,2,0,5,0.95,0.02,5.0,25.0,synthetic_demo,reorder
FOODS_3_096,WI_3,FOODS_3,medium,4,1,0,14,0.9,0.02,5.0,25.0,synthetic_demo,critical
FOODS_3_099,WI_3,FOODS_3,high,88,6,0,7,0.9,0.02,5.0,25.0,synthetic_demo,low
FOODS_3_113,WI_3,FOODS_3,high,17,1,0,7,0.99,0.02,5.0,25.0,synthetic_demo,critical
FOODS_3_123,WI_3,FOODS_3,low,7,1,0,7,0.9,0.02,5.0,25.0,synthetic_demo,healthy
FOODS_3_135,WI_3,FOODS_3,high,116,25,0,7,0.95,0.02,5.0,25.0,synthetic_demo,healthy
FOODS_3_179,WI_3,FOODS_3,low,5,1,0,14,0.9,0.02,5.0,25.0,synthetic_demo,healthy
FOODS_3_187,WI_3,FOODS_3,medium,0,0,2,5,0.9,0.02,5.0,25.0,synthetic_demo,stockout
FOODS_3_223,WI_3,FOODS_3,low,5,0,0,7,0.95,0.02,5.0,25.0,synthetic_demo,critical
FOODS_3_240,WI_3,FOODS_3,low,3,1,0,7,0.95,0.02,5.0,25.0,synthetic_demo,reorder
FOODS_3_249,WI_3,FOODS_3,medium,0,0,0,7,0.95,0.02,5.0,25.0,synthetic_demo,stockout
FOODS_3_263,WI_3,FOODS_3,high,131,30,0,5,0.95,0.02,5.0,25.0,synthetic_demo,healthy
FOODS_3_276,WI_3,FOODS_3,high,2,1,0,5,0.975,0.02,5.0,25.0,synthetic_demo,reorder
FOODS_3_312,WI_3,FOODS_3,low,11,0,0,7,0.9,0.02,5.0,25.0,synthetic_demo,healthy
FOODS_3_319,WI_3,FOODS_3,high,0,0,0,7,0.975,0.02,5.0,25.0,synthetic_demo,critical
FOODS_3_321,WI_3,FOODS_3,high,39,3,0,7,0.95,0.02,5.0,25.0,synthetic_demo,reorder
FOODS_3_327,WI_3,FOODS_3,high,13,1,0,7,0.95,0.02,5.0,25.0,synthetic_demo,reorder
FOODS_3_329,WI_3,FOODS_3,high,255,60,0,7,0.975,0.02,5.0,25.0,synthetic_demo,healthy
FOODS_3_340,WI_3,FOODS_3,low,1,0,0,7,0.975,0.02,5.0,25.0,synthetic_demo,critical
FOODS_3_354,WI_3,FOODS_3,low,23,4,0,7,0.95,0.02,5.0,25.0,synthetic_demo,overstock
FOODS_3_360,WI_3,FOODS_3,medium,5,1,0,5,0.99,0.02,5.0,25.0,synthetic_demo,low
FOODS_3_383,WI_3,FOODS_3,high,6,0,0,7,0.95,0.02,5.0,25.0,synthetic_demo,critical
FOODS_3_387,WI_3,FOODS_3,medium,0,0,0,7,0.95,0.02,5.0,25.0,synthetic_demo,stockout
FOODS_3_432,WI_3,FOODS_3,high,0,0,2,3,0.99,0.02,5.0,25.0,synthetic_demo,stockout
FOODS_3_467,WI_3,FOODS_3,medium,9,1,0,7,0.95,0.02,5.0,25.0,synthetic_demo,reorder
FOODS_3_470,WI_3,FOODS_3,medium,10,2,0,7,0.975,0.02,5.0,25.0,synthetic_demo,low
FOODS_3_479,WI_3,FOODS_3,medium,21,1,0,5,0.95,0.02,5.0,25.0,synthetic_demo,healthy
FOODS_3_480,WI_3,FOODS_3,medium,0,0,0,7,0.975,0.02,5.0,25.0,synthetic_demo,stockout
FOODS_3_482,WI_3,FOODS_3,low,7,3,0,7,0.95,0.02,5.0,25.0,synthetic_demo,healthy
FOODS_3_501,WI_3,FOODS_3,high,76,7,0,7,0.95,0.02,5.0,25.0,synthetic_demo,reorder
FOODS_3_511,WI_3,FOODS_3,high,113,20,0,7,0.95,0.02,5.0,25.0,synthetic_demo,healthy
FOODS_3_520,WI_3,FOODS_3,medium,0,0,0,7,0.95,0.02,5.0,25.0,synthetic_demo,critical
FOODS_3_532,WI_3,FOODS_3,medium,10,1,0,7,0.9,0.02,5.0,25.0,synthetic_demo,critical
FOODS_3_539,WI_3,FOODS_3,low,7,1,0,10,0.9,0.02,5.0,25.0,synthetic_demo,healthy
FOODS_3_550,WI_3,FOODS_3,low,0,0,0,7,0.95,0.02,5.0,25.0,synthetic_demo,critical
FOODS_3_558,WI_3,FOODS_3,low,0,0,2,7,0.9,0.02,5.0,25.0,synthetic_demo,stockout
FOODS_3_601,WI_3,FOODS_3,low,3,1,0,7,0.95,0.02,5.0,25.0,synthetic_demo,reorder
FOODS_3_611,WI_3,FOODS_3,high,10,3,0,7,0.95,0.02,5.0,25.0,synthetic_demo,healthy
FOODS_3_616,WI_3,FOODS_3,medium,9,1,0,7,0.95,0.02,5.0,25.0,synthetic_demo,low
FOODS_3_635,WI_3,FOODS_3,high,30,4,0,7,0.95,0.02,5.0,25.0,synthetic_demo,overstock
FOODS_3_640,WI_3,FOODS_3,low,7,2,0,10,0.95,0.02,5.0,25.0,synthetic_demo,critical
FOODS_3_641,WI_3,FOODS_3,low,0,0,0,14,0.975,0.02,5.0,25.0,synthetic_demo,stockout
FOODS_3_648,WI_3,FOODS_3,medium,44,11,0,7,0.95,0.02,5.0,25.0,synthetic_demo,overstock
FOODS_3_658,WI_3,FOODS_3,low,5,0,0,7,0.9,0.02,5.0,25.0,synthetic_demo,low
FOODS_3_661,WI_3,FOODS_3,high,38,0,0,10,0.9,0.02,5.0,25.0,synthetic_demo,reorder
FOODS_3_666,WI_3,FOODS_3,medium,13,3,0,7,0.95,0.02,5.0,25.0,synthetic_demo,healthy
FOODS_3_677,WI_3,FOODS_3,low,0,0,3,10,0.95,0.02,5.0,25.0,synthetic_demo,stockout
FOODS_3_709,WI_3,FOODS_3,low,11,2,0,7,0.95,0.02,5.0,25.0,synthetic_demo,low
FOODS_3_724,WI_3,FOODS_3,low,5,0,0,5,0.99,0.02,5.0,25.0,synthetic_demo,healthy
FOODS_3_795,WI_3,FOODS_3,medium,0,0,0,3,0.9,0.02,5.0,25.0,synthetic_demo,critical
FOODS_3_801,WI_3,FOODS_3,high,28,9,0,10,0.9,0.02,5.0,25.0,synthetic_demo,reorder
FOODS_3_817,WI_3,FOODS_3,medium,3,0,0,3,0.99,0.02,5.0,25.0,synthetic_demo,low
